society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
sare green parc 2,1.07,sector 92,5245.0,4.0,3.0,3,10.0,Under Construction,flat,2040.0,0,0,0,0,0,0,86,"28.4079° N, 76.9153° E",28.4079,76.9153
bptp terra,1.65,sector 37d,7531.0,4.0,3.0,3+,6.0,Relatively New,flat,2091.0,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
m3m heights,2.25,sector 65,13612.0,2.0,2.0,3,5.0,Under Construction,flat,1592.0,0,0,0,0,0,0,48,"28.4030° N, 77.0690° E",28.403,77.069
conscient heritage max,1.82,sector 102,9372.0,3.0,4.0,3+,15.0,Moderately Old,flat,1757.0,0,0,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
ambience creacions,3.99,sector 22,12913.0,3.0,5.0,3+,3.0,New Property,flat,2796.0,0,0,0,0,0,2,102,"28.5072° N, 77.0640° E",28.5072,77.064
uppal southend,6.75,sector 49,32328.0,4.0,4.0,3,3.0,Relatively New,house,2088.0,0,1,0,0,0,1,26,"28.4121° N, 77.0480° E",28.4121,77.048
emaar mgf emerald floors premier,2.24,sector 65,13576.0,3.0,3.0,3,2.0,Relatively New,flat,1833.0,0,0,0,0,0,0,46,"28.4030° N, 77.0690° E",28.403,77.069
smart world orchard,2.24,sector 61,14461.0,3.0,3.0,2,3.0,New Property,flat,1402.0,0,0,0,0,0,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
baani city center,0.88,sector 63,10945.0,1.0,1.0,2,4.0,New Property,flat,804.0,0,0,0,0,0,0,0,"28.3971° N, 77.0867° E",28.3971,77.0867
bestech park view grand spa,2.25,sector 81,8459.0,3.0,4.0,3+,8.0,Relatively New,flat,2300.0,0,0,0,0,0,1,122,"28.3867° N, 76.9485° E",28.3867,76.9485
sare green parc,0.85,sector 92,6741.0,3.0,2.0,2,14.0,Relatively New,flat,1261.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
paras dews,1.25,sector 106,11062.0,3.0,4.0,3+,7.0,Relatively New,flat,1186.0,0,0,0,0,0,0,167,"28.5007° N, 77.0003° E",28.5007,77.0003
experion the heartsong,0.9,sector 108,7015.0,2.0,3.0,3,2.0,Relatively New,flat,978.23,0,0,0,0,0,0,94,"28.5134° N, 76.9830° E",28.5134,76.983
dlf the grove,5.7,sector 54,23457.0,4.0,4.0,0,1.0,Moderately Old,house,2430.0,0,0,0,0,0,0,46,"28.4348° N, 77.1089° E",28.4348,77.1089
conscient heritage max,2.15,sector 102,10005.0,3.0,4.0,3+,18.0,Relatively New,flat,1945.0,0,0,0,0,0,1,134,"28.4750° N, 76.9715° E",28.475,76.9715
bptp terra,1.79,sector 37d,8981.0,4.0,3.0,3,15.0,Relatively New,flat,1808.0,0,0,0,0,0,1,37,"28.4478° N, 76.9703° E",28.4478,76.9703
pyramid urban,0.55,sector 67a,10516.0,2.0,2.0,2,3.0,Relatively New,flat,581.0,0,0,0,0,0,0,73,"28.3960° N, 77.0372° E",28.396,77.0372
nitin vihar,0.85,sector 33,9444.0,3.0,2.0,0,1.0,Relatively New,house,900.0,0,0,0,0,0,0,15,"28.4420° N, 77.0207° E",28.442,77.0207
independent,1.3,sector 105,11556.0,3.0,3.0,1,2.0,Moderately Old,house,1125.0,0,0,0,0,0,0,16,"28.4952° N, 77.0114° E",28.4952,77.0114
u block dlf phase 3 road no 21,1.6,sector 24,3292.0,7.0,5.0,3+,4.0,Old Property,house,540.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
ambience creacions,2.0,sector 22,14493.0,2.0,2.0,2,9.0,Relatively New,flat,1533.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
paras dews,0.88,sector 106,6354.0,2.0,2.0,3+,3.0,Relatively New,flat,1120.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
smriti apartment,0.52,sector 56,10656.0,1.0,1.0,1,1.0,Old Property,flat,475.0,0,0,0,0,0,0,34,"28.4245° N, 77.0991° E",28.4245,77.0991
sare crescent parc royal greens phase 1,0.85,sector 92,4877.0,4.0,4.0,3,4.0,Relatively New,house,1743.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
godrej summit,0.85,sector 104,6894.0,2.0,2.0,3,12.0,Relatively New,flat,1611.0,0,0,0,0,0,0,61,"28.4788° N, 76.9960° E",28.4788,76.996
sobha city,3.95,sector 108,16859.0,3.0,5.0,2,15.0,New Property,flat,2343.0,0,0,0,0,0,0,118,"28.5134° N, 76.9830° E",28.5134,76.983
ansal heights,0.72,sector 92,4500.0,3.0,3.0,3,9.0,Relatively New,flat,1700.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
sahara grace,4.3,sector 28,12421.0,3.0,4.0,3,5.0,Old Property,flat,3133.0,0,0,0,0,0,0,24,"28.4728° N, 77.0865° E",28.4728,77.0865
signature global city 92,0.78,sector 92,7723.0,2.0,2.0,3,2.0,Under Construction,flat,846.0,0,0,0,0,0,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
tarc maceo,0.89,sector 91,6339.0,2.0,2.0,3+,9.0,Relatively New,flat,1302.0,0,0,0,0,0,1,13,"28.4014° N, 76.9225° E",28.4014,76.9225
international city by sobha phase 2,6.2,sector 109,25514.0,5.0,5.0,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,0,135,"28.5073° N, 77.0089° E",28.5073,77.0089
iffco nagar and 17b rwa,3.5,sector 17,24306.0,2.0,5.0,3,3.0,Old Property,house,1440.0,0,0,0,0,0,0,44,"28.4791° N, 77.0608° E",28.4791,77.0608
imperia elvedor,0.55,sector 37c,8221.0,1.0,1.0,0,5.0,Relatively New,flat,669.0,0,0,0,0,0,0,0,"28.4515° N, 76.9882° E",28.4515,76.9882
orchid petals,1.9,sector 49,10526.0,3.0,3.0,3,2.0,Old Property,flat,1600.0,0,0,0,0,0,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
smart world orchard,2.2,sector 61,14203.0,3.0,3.0,2,4.0,New Property,flat,1721.0,0,0,0,0,0,0,152,"28.4050° N, 77.0963° E",28.405,77.0963
godrej oasis,1.19,sector 88a,10162.0,2.0,2.0,3,15.0,Relatively New,flat,1387.0,0,0,0,0,0,1,174,"28.4347° N, 76.9557° E",28.4347,76.9557
independent,0.74,sector 105,7400.0,3.0,3.0,0,2.0,Moderately Old,house,1000.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
hero homes,1.35,sector 104,9568.0,3.0,2.0,2,18.0,New Property,flat,1094.0,0,0,0,0,0,0,49,"28.4788° N, 76.9960° E",28.4788,76.996
tulip violet,1.92,sector 69,15360.0,4.0,4.0,2,0.0,Relatively New,flat,1389.0,0,0,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf regency park,2.3,sector 28,11819.0,3.0,3.0,3,7.0,Moderately Old,flat,1777.0,0,0,0,0,0,0,117,"28.4728° N, 77.0865° E",28.4728,77.0865
ramprastha the edge towers,1.0,sector 37d,5650.0,3.0,3.0,3+,13.0,Moderately Old,flat,1602.0,0,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
ansal housing highland park,0.8,sector 103,5878.0,2.0,2.0,2,9.0,Relatively New,flat,1361.0,0,0,0,0,0,0,0,"28.4949° N, 76.9845° E",28.4949,76.9845
vatika xpressions,1.1,sector 88b,8148.0,2.0,4.0,3+,2.0,Under Construction,flat,1350.0,0,0,0,0,0,0,58,"28.4446° N, 76.9542° E",28.4446,76.9542
godrej nature plus,1.7,sector 33,12593.0,3.0,3.0,3+,6.0,New Property,flat,1500.0,0,0,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
sare homes,0.56,sector 92,4730.0,3.0,1.0,3,1.0,Moderately Old,flat,1316.0,0,0,0,0,0,1,75,"28.4079° N, 76.9153° E",28.4079,76.9153
residency grand,5.0,sector 52,7692.0,5.0,7.0,3+,1.0,Moderately Old,flat,5778.0,0,0,0,0,0,0,77,"28.4379° N, 77.0785° E",28.4379,77.0785
ats triumph,2.78,sector 104,8825.0,4.0,4.0,3+,11.0,Relatively New,flat,2851.0,0,0,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
sare homes,0.5,sector 92,4237.0,3.0,3.0,2,1.0,Relatively New,flat,1068.0,0,0,0,0,0,0,26,"28.4079° N, 76.9153° E",28.4079,76.9153
mapsko royale ville,0.97,sector 82,5419.0,3.0,4.0,2,16.0,Relatively New,flat,1620.0,0,0,0,0,0,0,95,"28.3935° N, 76.9600° E",28.3935,76.96
independent,5.0,sector 2,15385.0,6.0,6.0,2,1.0,Moderately Old,house,3611.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
emaar digihomes,4.25,sector 62,26562.0,3.0,3.0,3,8.0,Under Construction,flat,1600.0,0,0,0,0,0,0,16,"28.4139° N, 77.0886° E",28.4139,77.0886
shapoorji pallonji joyville gurugram,2.03,sector 102,11998.0,3.0,3.0,2,1.0,New Property,flat,1337.0,0,0,0,0,0,0,67,"28.4750° N, 76.9715° E",28.475,76.9715
orris aster court premier,1.25,sector 85,5896.0,3.0,4.0,2,5.0,Relatively New,flat,1900.0,0,0,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
chintels paradiso,1.97,sector 109,7490.0,4.0,4.0,2,11.0,Relatively New,flat,2380.0,0,0,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
dlf regal gardens,1.29,sector 90,9021.0,3.0,3.0,3,7.0,Relatively New,flat,1540.0,0,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
anamika enclave,6.0,sector 12,14493.0,9.0,9.0,3+,3.0,Old Property,house,9000.0,0,0,0,0,0,0,9,"28.4723° N, 77.0320° E",28.4723,77.032
bestech park view sanskruti,1.83,sector 92,7871.0,4.0,3.0,3,8.0,New Property,flat,2104.0,0,0,0,0,0,0,128,"28.4079° N, 76.9153° E",28.4079,76.9153
not applicable,0.42,sector 4,5600.0,2.0,2.0,1,3.0,Relatively New,flat,833.0,0,0,0,0,0,1,26,"28.4738° N, 77.0107° E",28.4738,77.0107
unitech uniworld resorts,8.0,sector 33,11429.0,4.0,4.0,3+,2.0,Old Property,house,7000.0,1,1,1,1,0,0,77,"28.4420° N, 77.0207° E",28.442,77.0207
m3m soulitude,1.25,sector 89,8784.0,3.0,3.0,2,3.0,New Property,flat,1581.0,0,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
ss the leaf,1.1,sector 85,6318.0,2.0,2.0,3+,3.0,Relatively New,flat,1464.0,0,0,0,0,0,0,143,"28.4042° N, 76.9513° E",28.4042,76.9513
bestech park view city,2.7,sector 48,11714.0,3.0,3.0,3+,7.0,Relatively New,flat,2000.0,0,0,0,0,0,1,174,"28.4177° N, 77.0359° E",28.4177,77.0359
shri ram apartments,0.32,sector 4,3368.0,2.0,2.0,1,4.0,Relatively New,flat,1056.0,0,0,0,0,0,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
bestech park view spa next,2.72,sector 67,11574.0,4.0,4.0,3+,0.0,Relatively New,flat,2250.0,0,0,0,0,0,1,128,"28.3859° N, 77.0608° E",28.3859,77.0608
vatika the seven lamps,0.81,sector 82,6193.0,2.0,2.0,2,15.0,Relatively New,flat,1176.0,0,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
unitech deerwood chase,15.0,sector 50,33333.0,4.0,4.0,2,2.0,Moderately Old,house,4500.0,0,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
4s aradhya homes,1.9,sector 67a,8862.0,4.0,4.0,3,3.0,New Property,flat,1991.0,0,0,0,0,0,1,62,"28.3960° N, 77.0372° E",28.396,77.0372
signature global city 37d ph 2,1.1,sector 37d,8148.0,3.0,3.0,1,2.0,Under Construction,flat,1500.0,0,0,0,0,0,0,30,"28.4478° N, 76.9703° E",28.4478,76.9703
m3m urbana,0.95,sector 67,10894.0,1.0,1.0,1,17.0,Relatively New,flat,826.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
bestech park view city,2.65,sector 48,10323.0,4.0,4.0,3+,11.0,Moderately Old,flat,2134.0,0,0,0,0,0,1,174,"28.4177° N, 77.0359° E",28.4177,77.0359
unitech nirvana birch court,7.1,sector 50,31430.0,3.0,3.0,3,1.0,Moderately Old,house,2259.0,0,1,0,0,0,0,49,"28.4178° N, 77.0628° E",28.4178,77.0628
parsvnath green ville,2.0,sector 48,7764.0,3.0,3.0,0,15.0,Relatively New,flat,1923.0,0,0,0,0,0,0,74,"28.4177° N, 77.0359° E",28.4177,77.0359
emaar mgf palm studios,1.7,sector 66,13503.0,2.0,2.0,2,7.0,Relatively New,flat,1072.0,0,0,0,0,0,0,99,"28.3925° N, 77.0541° E",28.3925,77.0541
independent,1.0,sector 2,8230.0,3.0,7.0,3+,3.0,Moderately Old,house,1215.0,0,0,0,1,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
sare petioles,1.22,sector 92,5250.0,4.0,3.0,3,9.0,Under Construction,flat,2093.0,0,0,0,0,0,0,99,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,17.0,sector 45,37778.0,5.0,8.0,3+,3.0,Relatively New,house,4500.0,1,1,1,1,0,2,152,"28.4466° N, 77.0660° E",28.4466,77.066
rof ananda,0.38,sector 95,5901.0,2.0,2.0,2,5.0,Relatively New,flat,716.0,0,0,0,0,0,0,83,"28.4172° N, 76.9081° E",28.4172,76.9081
umang winter hills,1.1,sector 77,5296.0,3.0,4.0,3+,9.0,Relatively New,flat,1829.0,0,0,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
dlf regency park,1.24,sector 28,12400.0,2.0,2.0,3+,19.0,Moderately Old,flat,1050.0,0,0,0,0,0,1,157,"28.4728° N, 77.0865° E",28.4728,77.0865
independent,0.22,sector 9,7407.0,2.0,2.0,2,1.0,Old Property,house,37.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
m3m heights,3.0,sector 65,17996.0,3.0,3.0,3,20.0,Under Construction,flat,1667.0,0,0,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
independent,0.38,sector 105,8444.0,2.0,2.0,2,1.0,Moderately Old,house,56.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
bptp terra,1.55,sector 37d,7074.0,4.0,3.0,3+,19.0,Relatively New,flat,2100.0,0,0,0,0,0,1,131,"28.4478° N, 76.9703° E",28.4478,76.9703
bptp terra,1.95,sector 37d,14444.0,4.0,3.0,3,7.0,Under Construction,flat,1650.0,0,0,0,0,0,0,53,"28.4478° N, 76.9703° E",28.4478,76.9703
ats kocoon,2.22,sector 109,10597.0,3.0,3.0,3,20.0,Relatively New,flat,1896.0,0,0,0,0,0,0,79,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,5.0,sector 40,21124.0,9.0,9.0,3+,3.0,Moderately Old,house,2367.0,0,1,1,0,0,1,83,"28.4498° N, 77.0567° E",28.4498,77.0567
independent,13.2,sector 50,27155.0,6.0,6.0,0,2.0,Moderately Old,house,4861.0,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
shapoorji pallonji joyville gurugram,1.25,sector 102,9874.0,2.0,2.0,2,0.0,Relatively New,flat,1100.0,0,0,0,0,0,0,79,"28.4750° N, 76.9715° E",28.475,76.9715
pareena mi casa,1.7,sector 68,8500.0,4.0,4.0,3+,23.0,New Property,flat,1809.0,0,0,0,0,0,0,88,"28.3853° N, 77.0484° E",28.3853,77.0484
parsvnath exotica,4.8,sector 53,16580.0,3.0,4.0,3+,8.0,Relatively New,flat,2500.0,0,0,0,0,0,1,174,"28.4433° N, 77.0948° E",28.4433,77.0948
paras dews,1.05,sector 106,7581.0,2.0,2.0,2,5.0,New Property,flat,1539.0,0,0,0,0,0,0,97,"28.5007° N, 77.0003° E",28.5007,77.0003
bestech spa signature,4.45,sector 81,10595.0,4.0,4.0,3+,8.0,Relatively New,flat,3850.0,0,0,0,0,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf regal gardens,1.25,sector 90,6460.0,3.0,3.0,3,10.0,Relatively New,flat,1650.0,0,0,0,0,0,1,38,"28.4085° N, 76.9369° E",28.4085,76.9369
vatika gurgaon,1.4,sector 83,6629.0,3.0,3.0,2,7.0,Relatively New,flat,1570.0,0,0,0,0,0,1,74,"28.3986° N, 76.9647° E",28.3986,76.9647
pioneer araya,7.56,sector 62,18000.0,4.0,4.0,3+,23.0,Relatively New,flat,4200.0,0,0,0,0,0,1,87,"28.4139° N, 77.0886° E",28.4139,77.0886
lord krishna,2.7,sector 12,8571.0,4.0,3.0,3,6.0,Old Property,flat,3150.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
vipul tatvam villa,5.75,sector 48,22184.0,4.0,4.0,2,2.0,Moderately Old,house,2592.0,0,1,0,0,0,0,30,"28.4177° N, 77.0359° E",28.4177,77.0359
m3m heights,2.79,sector 65,14170.0,3.0,3.0,3,26.0,New Property,flat,1969.0,0,0,0,0,0,0,15,"28.4030° N, 77.0690° E",28.403,77.069
dlf new town heights,1.25,sector 90,6477.0,3.0,3.0,3+,6.0,Relatively New,flat,1929.0,0,0,0,0,0,0,136,"28.4085° N, 76.9369° E",28.4085,76.9369
m3m merlin,3.4,sector 67,14419.0,3.0,4.0,3+,16.0,Relatively New,flat,2134.0,0,0,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,1.5,sector 13,10519.0,2.0,2.0,2,3.0,Old Property,house,1426.0,1,0,0,1,0,0,7,"28.4757° N, 77.0392° E",28.4757,77.0392
tulip violet,1.5,sector 69,10714.0,3.0,3.0,2,8.0,Relatively New,flat,1492.0,0,0,0,0,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
emaar palm heights,2.1,sector 77,10370.0,3.0,3.0,3,17.0,New Property,flat,1833.0,0,0,0,0,0,0,8,"28.3801° N, 76.9845° E",28.3801,76.9845
dlf the primus,3.5,sector 82a,13431.0,5.0,5.0,3+,14.0,Relatively New,flat,2896.0,0,0,0,0,0,2,49,"28.3858° N, 76.9686° E",28.3858,76.9686
eldeco mansionz,4.95,sector 48,20599.0,7.0,7.0,3+,2.0,Old Property,house,2403.0,1,1,1,1,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
awho shanti vihar,0.8,sector 95,8889.0,2.0,2.0,3,9.0,New Property,flat,713.0,0,0,0,0,0,0,67,"28.4172° N, 76.9081° E",28.4172,76.9081
raheja revanta,4.75,sector 78,16886.0,3.0,3.0,2,31.0,Under Construction,flat,2813.0,0,0,0,0,0,0,100,"28.3733° N, 76.9729° E",28.3733,76.9729
unitech uniworld city,3.55,sector 30,14992.0,3.0,5.0,3+,16.0,Old Property,flat,2367.0,0,0,0,0,0,1,141,"28.4604° N, 77.0579° E",28.4604,77.0579
imperia the esfera,0.99,sector 37c,5455.0,3.0,4.0,3,9.0,Relatively New,flat,1660.0,0,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
ats tourmaline,1.4,sector 109,8000.0,3.0,3.0,3+,8.0,Relatively New,flat,1466.0,0,0,0,0,0,0,119,"28.5073° N, 77.0089° E",28.5073,77.0089
conscient elevate,3.78,sector 59,16499.0,3.0,3.0,3,3.0,Under Construction,flat,2550.0,0,0,0,0,0,0,31,"28.4051° N, 77.1097° E",28.4051,77.1097
corona optus,1.25,sector 37c,7176.0,3.0,3.0,3,2.0,Relatively New,flat,1563.0,0,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
ss the leaf,1.87,sector 85,7779.0,3.0,4.0,3,7.0,Relatively New,flat,2225.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
laxmi pareena,0.3,sector 99a,6667.0,2.0,1.0,0,12.0,New Property,flat,500.0,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
international city by sobha phase 1,6.0,sector 109,24691.0,4.0,4.0,3+,2.0,Relatively New,house,2430.0,1,1,1,1,0,0,160,"28.5073° N, 77.0089° E",28.5073,77.0089
corona optus,1.25,sector 37c,7090.0,3.0,3.0,3,4.0,Relatively New,flat,1350.0,0,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
essel towers,2.75,sector 14,12500.0,4.0,5.0,3+,8.0,Old Property,flat,2200.0,0,0,0,0,0,2,128,"28.4711° N, 77.0454° E",28.4711,77.0454
m3m ikonic,1.8,sector 68,9231.0,3.0,3.0,3+,18.0,Relatively New,flat,1845.0,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
the roselia 2,0.45,sector 95,6475.0,2.0,2.0,2,19.0,New Property,flat,695.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
suncity avenue 76,0.75,sector 76,10204.0,2.0,2.0,2,11.0,Under Construction,flat,665.0,0,0,0,0,0,0,57,"28.3935° N, 76.9888° E",28.3935,76.9888
ats triumph,1.8,sector 104,7860.0,3.0,4.0,3,14.0,New Property,flat,2544.0,0,0,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
eldeco mansionz,5.0,sector 48,21368.0,7.0,7.0,3,2.0,Moderately Old,house,2340.0,0,0,0,0,0,1,40,"28.4177° N, 77.0359° E",28.4177,77.0359
independent,4.5,sector 13,9091.0,4.0,5.0,2,2.0,Old Property,house,4950.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
independent,2.25,sector 46,2723.0,4.0,3.0,3,3.0,Relatively New,house,90.0,1,0,0,0,0,1,35,"28.4374° N, 77.0586° E",28.4374,77.0586
emaar gurgaon greens,1.54,sector 102,9333.0,3.0,3.0,3,12.0,Relatively New,flat,1315.0,0,0,0,0,0,0,61,"28.4750° N, 76.9715° E",28.475,76.9715
independent,15.0,sector 39,33333.0,5.0,5.0,3+,4.0,Moderately Old,house,4500.0,0,1,0,0,0,1,27,"28.4434° N, 77.0515° E",28.4434,77.0515
ramsons kshitij,0.28,sector 95,3651.0,2.0,2.0,2,5.0,New Property,flat,694.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
emaar gurgaon greens,1.3,sector 102,7879.0,3.0,3.0,3,4.0,Relatively New,flat,1315.0,0,0,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
dlf the ultima,2.25,sector 81,10699.0,3.0,3.0,3+,11.0,Relatively New,flat,1600.0,0,0,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
antriksh heights,0.79,sector 84,4580.0,3.0,3.0,3+,8.0,New Property,flat,1561.0,0,0,0,0,0,0,24,"28.3979° N, 76.9736° E",28.3979,76.9736
sare crescent parc,0.66,sector 92,4977.0,3.0,2.0,2,15.0,Relatively New,flat,1473.0,0,0,0,0,0,2,44,"28.4079° N, 76.9153° E",28.4079,76.9153
bestech park view grand spa,4.0,sector 81,9524.0,4.0,5.0,3+,15.0,Relatively New,flat,3801.0,0,0,0,0,0,1,127,"28.3867° N, 76.9485° E",28.3867,76.9485
pyramid urban homes 2,0.43,sector 86,8583.0,2.0,2.0,1,6.0,New Property,flat,557.0,0,0,0,0,0,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
godrej icon,1.31,sector 88a,8101.0,2.0,2.0,3+,3.0,Relatively New,flat,1463.0,0,0,0,0,0,0,102,"28.4347° N, 76.9557° E",28.4347,76.9557
pioneer park,3.6,sector 61,12627.0,4.0,4.0,3,3.0,Moderately Old,flat,2580.0,0,0,0,0,0,1,121,"28.4050° N, 77.0963° E",28.405,77.0963
bestech park view ananda,1.15,sector 81,6928.0,3.0,2.0,3+,12.0,Relatively New,flat,1352.0,0,0,0,0,0,0,101,"28.3867° N, 76.9485° E",28.3867,76.9485
sunischit apartments,1.75,sector 54,7955.0,3.0,4.0,3+,5.0,Moderately Old,flat,1900.0,0,0,0,0,0,1,83,"28.4348° N, 77.1089° E",28.4348,77.1089
godrej summit,1.35,sector 104,5000.0,4.0,5.0,3+,0.0,Relatively New,flat,3000.0,0,0,0,0,0,0,112,"28.4788° N, 76.9960° E",28.4788,76.996
raheja teachers apartments,1.2,sector 31,7273.0,3.0,2.0,2,1.0,Moderately Old,flat,1450.0,0,0,0,0,0,2,105,"28.4528° N, 77.0498° E",28.4528,77.0498
independent,5.6,sector 2,17284.0,8.0,6.0,3+,2.0,Moderately Old,house,3240.0,1,1,1,1,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
conscient heritage max,2.2,sector 102,10237.0,3.0,4.0,3+,20.0,Relatively New,flat,1186.0,0,0,0,0,0,1,45,"28.4750° N, 76.9715° E",28.475,76.9715
godrej nature plus,1.35,sector 33,8232.0,3.0,2.0,3+,7.0,Under Construction,flat,1484.0,0,0,0,0,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
independent,0.47,sector 4,10609.0,2.0,2.0,1,2.0,New Property,house,50.0,1,0,0,0,0,1,73,"28.4738° N, 77.0107° E",28.4738,77.0107
sobha city,1.9,sector 108,13758.0,2.0,2.0,2,8.0,Relatively New,flat,1250.0,0,0,0,0,0,0,85,"28.5134° N, 76.9830° E",28.5134,76.983
dlf city plots phase 2,4.5,sector 25,33333.0,5.0,3.0,2,3.0,Old Property,house,1350.0,0,0,1,1,0,0,25,"28.4844° N, 77.0860° E",28.4844,77.086
experion windchants,2.5,sector 112,13889.0,2.0,2.0,3,10.0,Relatively New,flat,1939.03,0,0,0,0,0,1,174,"28.5189° N, 77.0183° E",28.5189,77.0183
global hill view,0.33,sector 11,4269.0,2.0,2.0,0,11.0,Relatively New,flat,761.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
m3m the marina,1.45,sector 68,9615.0,3.0,2.0,3+,9.0,New Property,flat,1365.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
vatika gurgaon,1.12,sector 83,6455.0,3.0,3.0,2,4.0,Relatively New,flat,1200.0,0,0,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,6.5,sector 24,22855.0,4.0,4.0,2,2.0,Old Property,house,2844.0,0,0,0,1,0,0,35,"28.4939° N, 77.1038° E",28.4939,77.1038
kiran residency,1.55,sector 56,7750.0,3.0,3.0,3+,5.0,Old Property,flat,1800.0,0,0,0,0,0,0,166,"28.4245° N, 77.0991° E",28.4245,77.0991
ambience creacions,1.65,sector 22,11957.0,2.0,2.0,2,9.0,Relatively New,flat,1200.0,0,0,0,0,0,2,133,"28.5072° N, 77.0640° E",28.5072,77.064
birla navya,3.3,sector 63a,15349.0,3.0,3.0,3,4.0,Under Construction,flat,2150.0,0,0,0,0,0,0,52,"28.3923° N, 77.0888° E",28.3923,77.0888
dlf regal gardens,1.75,sector 90,7901.0,4.0,4.0,3+,3.0,Relatively New,flat,2005.0,0,0,0,0,0,0,6,"28.4085° N, 76.9369° E",28.4085,76.9369
dlf the skycourt,1.58,sector 86,8191.0,3.0,3.0,1,16.0,Relatively New,flat,1750.0,0,0,0,0,0,1,152,"28.3986° N, 76.9384° E",28.3986,76.9384
chd avenue,0.82,sector 71,7081.0,2.0,2.0,2,6.0,Moderately Old,flat,1086.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
